sample_id,read_id,read_length,gc_content_pct,mean_quality
SAMPLE1_SE,c9ea74e4-092f-470b-8648-5c4814720111,1192,52.349,28.604
SAMPLE1_SE,de70dcaa-42d4-4b65-a671-39a818b8f66d,752,61.5691,24.492
SAMPLE1_SE,4b490d7c-de82-4e2f-a69e-97678de03ef3,529,45.1796,8.6975
SAMPLE1_SE,598329e6-b9c2-41c6-8e73-4ceaa4a8d712,936,56.7308,18.9872
SAMPLE1_SE,55b16c0f-73a3-401d-877f-9d042de571d0,579,43.5233,28.563
SAMPLE1_SE,dc3dc878-290e-48a0-9190-647b0f09b870,471,49.0446,29.1104
SAMPLE1_SE,264d2381-be56-4277-8478-ed4494c06a9d,1751,49.8572,32.3695
SAMPLE1_SE,d8c52c67-cf46-4302-95ed-0c766e8c0651,416,51.4423,17.7524
SAMPLE1_SE,fc1971b9-ff30-4816-a08a-7dcd8990895c,6504,38.5916,6.5921
SAMPLE1_SE,1617d772-860e-4b07-9132-ff5672e41a68,10595,37.0363,26.9433
SAMPLE1_SE,5c32b96d-b194-4a62-87c8-8f11aa49e281,989,44.6916,34.8493
SAMPLE1_SE,b43ad6c0-efc5-44b2-804a-7eb5fd6dcbf8,220,56.8182,21.4636
SAMPLE1_SE,c8be020d-5917-4efa-9bfa-b05c9d0f5092,326,65.0307,34.4264
SAMPLE1_SE,641fa12f-e2ab-4edc-b429-df5f7207d880,358,48.6034,4.5559
SAMPLE1_SE,397ef1a4-aaad-4086-86de-8d4a2d251d20,278,56.8345,17.9353
SAMPLE1_SE,f4b63fbf-03bb-4269-848c-4a8a45167f84,244,55.3279,9.877
SAMPLE1_SE,836c03e5-0be3-477d-9c72-b7958ddec11f,218,30.2752,32.5826
SAMPLE1_SE,3e159fe0-c9e5-4996-8c78-0e4b58fe3d81,378,47.619,28.8333
SAMPLE1_SE,763e39d8-4ea1-4577-b0e2-5d5f7fd60227,939,62.8328,26.5857
SAMPLE1_SE,5f25127f-28ae-42fa-bebd-3fe247e9f14e,798,54.5113,10.1391
SAMPLE1_SE,3869d876-ec81-42b2-8e6f-a70a1e517afe,619,52.6656,10.8288
SAMPLE1_SE,b9963145-1bf2-49ad-a317-740961a166f3,435,49.6552,6.7103
SAMPLE1_SE,6ed900dc-b7ac-4ef8-980f-8aa4d4ba597f,575,64.8696,10.393
SAMPLE1_SE,2d3348cc-d934-4700-b7e8-2d96bc6c6f26,699,52.6466,28.6052
SAMPLE1_SE,381dfef7-bb04-43df-ad90-ee0e7b4ad009,771,50.9728,6.6511
SAMPLE1_SE,17acc2df-93be-4ecb-b2e4-617f10ac6aed,581,53.3563,10.6299
SAMPLE1_SE,8caa330c-8dee-4452-a725-93b93d517368,348,48.8506,7.8937
SAMPLE1_SE,1d0207dd-5eb7-4540-89d4-7088d1bbaf58,936,54.8077,27.9744
SAMPLE1_SE,0490a1ef-faf1-42d5-97fe-7a6666f47db0,1095,51.5982,5.9434
SAMPLE1_SE,4bcb6467-3f74-4d69-9e2d-9e52c94634d1,475,58.5263,30.2884
SAMPLE1_SE,014e72b7-7e83-4c60-9404-97c8efdfee8a,611,63.9935,11.054
SAMPLE1_SE,9a9753fd-f022-4729-a258-2f46b02e3f83,259,44.7876,27.0232
SAMPLE1_SE,de46aa02-eedc-482b-8fad-789fbd84f7fd,286,51.049,16.9021
SAMPLE1_SE,076a814f-b25c-448b-8729-fbbfaf960f1b,290,42.7586,7.9207
SAMPLE1_SE,2b98418a-cdf8-411d-b92f-0194f9f19153,174,52.2989,17.592
SAMPLE1_SE,768be9e5-0479-4ed5-9b7b-e7e4d89c40ab,355,62.2535,23.8282
SAMPLE1_SE,596d9ca5-1b1f-409e-ab29-627a39935c46,206,59.2233,26.9757
SAMPLE1_SE,ef81dc68-5f12-4acb-9d2b-becf6d19c649,275,45.4545,30.2618
SAMPLE1_SE,07b5ef09-ae03-46e8-8cf4-df44bc8c8708,355,63.3803,26.3493
SAMPLE1_SE,f1b7c7f3-4ccb-423f-b7e6-a71a908cd019,252,49.6032,7.4683
SAMPLE1_SE,f418a8b1-036c-4aa7-b4f4-192ec65976e5,184,58.6957,6.1685
SAMPLE1_SE,73baa046-2414-42c9-a23b-d680c4201e7f,683,60.0293,27.4466
SAMPLE1_SE,6d3b3f48-6798-45a5-8d67-1784d226fc5d,402,56.9652,8.9204
SAMPLE1_SE,59575069-e2ba-43ca-8ded-b3a858e306bf,894,55.3691,27.2841
SAMPLE1_SE,ae848576-2bee-43b8-8624-f4d76337d1d1,1086,62.4309,13.8665
SAMPLE1_SE,711798e4-7221-4e95-b3a2-ad5f110ca843,1057,59.508,22.2886
SAMPLE1_SE,5d12651e-0cfc-4179-a655-973f924c6305,529,54.8204,7.4405
SAMPLE1_SE,2aac8bd4-50a6-4cac-8278-55237b6d236d,480,61.875,22.6687
SAMPLE1_SE,7bcc1aad-db98-4d54-8dcb-8473a8ff1add,434,62.212,24.6613
SAMPLE1_SE,42652b3d-6d1c-4443-aafd-2931ed7eda09,899,47.1635,6.5417
SAMPLE1_SE,3e334659-0d87-45c3-9b05-3873ce639178,911,56.5313,20.8386
SAMPLE1_SE,0efeaca1-8168-4333-9c99-e620774c46f8,426,51.6432,11.4061
SAMPLE1_SE,53361612-8ca3-4563-b1b9-1b11ea8374b8,563,51.6874,23.1066
SAMPLE1_SE,aa490a74-22dd-4602-9b02-61668c418799,823,59.0522,15.8809
SAMPLE1_SE,bfa36fd1-5457-41c6-b8f0-36cbfbad9634,452,53.0973,12.2412
SAMPLE1_SE,9cf82325-3307-4289-927d-5bd430a971d9,484,55.5785,16.3822
SAMPLE1_SE,2332ef7b-03cb-428c-9c91-079a3fea5d84,365,52.0548,16.8384
SAMPLE1_SE,8cc45e71-1a3e-42bc-b472-92dd5fcfb0d9,333,58.2583,27.3634
SAMPLE1_SE,99a4bcdc-fd49-4548-a6e1-2e1dac590161,1171,57.4722,20.0342
SAMPLE1_SE,9d122902-f50b-4bd0-8955-05eb2836f70d,2268,49.8236,5.399
SAMPLE1_SE,06cff834-4157-496b-8b69-92bb4d0f20bb,786,33.0789,22.0827
SAMPLE1_SE,9e406ab8-b142-4f9f-a781-f91cdd2ed905,1677,62.6118,14.6935
SAMPLE1_SE,c6ba9451-d647-457f-8d8d-186308279772,902,65.5211,27.9124
SAMPLE1_SE,a5d8f219-7df3-4794-915d-28f45a42ea63,920,62.9348,13.6413
SAMPLE1_SE,47cc115e-fe25-4703-af03-b44234331b02,972,53.6008,9.7757
SAMPLE1_SE,6dc08315-ad23-4af2-935d-b977a680a108,204,50.0,8.652
SAMPLE1_SE,40ac5e48-6894-4f18-b086-a84d3657ce70,2215,52.1896,30.6393
SAMPLE1_SE,61f29c47-47d5-4cf7-9bc6-4dd378295b0b,762,53.937,31.0407
SAMPLE1_SE,9d83dea9-cbb1-41e1-bc9f-3d68608d82f3,563,59.8579,11.4245
SAMPLE1_SE,64dcf688-7cb7-4bbe-8490-35b952334e2c,233,51.5021,19.2232
SAMPLE1_SE,95a3fcaf-8b22-4c37-9e81-c699e9e8abed,332,55.7229,26.7982
SAMPLE1_SE,d880c39a-2422-446a-b66a-05845980ac0c,386,48.1865,32.3523
SAMPLE1_SE,6db0fe9b-a698-432e-a81c-63319dde276d,276,52.8986,26.9529
SAMPLE1_SE,6fe6da01-c12d-47f6-a307-bb2541590a66,326,57.6687,21.6135
SAMPLE1_SE,653665d8-b7dc-4ba3-b83d-efa6244a8f87,521,67.9463,23.7428
SAMPLE1_SE,96031f50-00f9-43bc-873e-6e70736b6f73,202,37.1287,18.1931
SAMPLE1_SE,d41dd574-a475-4985-b7bb-5e71e242e8a6,375,53.3333,10.968
SAMPLE1_SE,d9b50b7e-828e-427c-ad0f-c89148a4fc72,247,60.3239,11.1215
SAMPLE1_SE,079f0db7-0639-42f7-985d-5ad97dcebeea,292,52.0548,16.7123
SAMPLE1_SE,354c2190-6174-4667-b388-1b682dccc69e,817,62.1787,5.5875
SAMPLE1_SE,a7287daf-5698-4999-b56b-b98fe43a414d,307,53.7459,14.6189
SAMPLE1_SE,15244693-4d7a-452a-a240-9380631a936e,1734,57.4394,14.4418
SAMPLE1_SE,d5708f18-7f4e-4727-9ee8-b2ec62c6beaf,415,48.4337,15.7084
SAMPLE1_SE,7956fc58-c463-4ecd-a63f-65fe2d5057c8,547,52.6508,9.5558
SAMPLE1_SE,bf9cfbe2-7fb3-4b60-906e-9c94b7d47207,802,55.4863,11.6197
SAMPLE1_SE,49d9d5a5-80ac-45fb-8547-da2bddaa744d,3237,56.5956,29.5555
SAMPLE1_SE,5b39ad7f-e48a-45a5-a756-a7e4e2629b1c,1271,56.3336,24.4831
SAMPLE1_SE,118bd964-695e-4390-8ba1-d286e3e0938a,837,53.1661,17.5137
SAMPLE1_SE,7d47f86a-11aa-4225-95d5-17c48861c919,300,54.0,26.1033
SAMPLE1_SE,63ab2850-d7be-43d6-ac86-e90c1a6dea73,4318,40.2038,20.9683
SAMPLE1_SE,48640ec2-8e40-4824-867a-5145d3b0a76c,598,51.505,25.0903
SAMPLE1_SE,2eade3ce-ba4e-40cf-83c5-fc0b8e7d2761,5774,38.3097,24.0118
SAMPLE1_SE,2bccb095-1328-4ebd-871b-95f39c5ecdaa,688,53.1977,11.4113
SAMPLE1_SE,3c35b3b7-1a52-4db8-9e97-a47d8e43aba5,524,62.9771,18.3511
SAMPLE1_SE,824f0eb7-df0b-4f98-93bd-d9d6b08394f6,1486,49.1252,6.5875
SAMPLE1_SE,8334886a-5a25-44d5-b4e2-0009265ecf8f,483,58.5921,6.8923
SAMPLE1_SE,acc85957-6465-4b70-bfdd-2fa772f2695c,864,47.8009,6.7431
SAMPLE1_SE,5a700573-fac6-49c0-892c-2051cbcd3f57,406,55.665,10.8867
SAMPLE1_SE,420ec403-3b49-493a-a49d-b6a36bc02347,1660,64.759,29.5994
SAMPLE1_SE,6ede5828-03ba-441d-a052-b49ade21fc74,988,61.2348,17.3796
SAMPLE1_SE,d7eb1905-18a0-4c23-bdf5-fa2892ef3703,445,70.3371,22.4584
SAMPLE1_SE,6f8e654b-2e6f-4083-9cb2-9d483dcc2335,242,53.3058,23.719
SAMPLE1_SE,ed0d784e-2acc-4744-9117-8557178e3e62,265,45.283,24.4415
SAMPLE1_SE,6b443c35-40c9-4c32-a2ae-3c8e64ec4793,319,53.605,11.7273
SAMPLE1_SE,00f551a3-6490-4424-947b-abc9383d0e6e,638,53.9185,15.6818
SAMPLE1_SE,d7685bbc-67cd-4c32-b7cf-b1ac53c296d1,416,44.7115,27.1635
SAMPLE1_SE,0b2460fb-000a-4bee-93b7-d9851c7de620,385,48.8312,5.6052
SAMPLE1_SE,56c7c872-b31a-4c0b-b861-1f0916092481,1902,57.1504,8.9196
SAMPLE1_SE,7a40cb36-3602-44ee-a235-38ebb864cfdf,608,57.7303,19.9753
SAMPLE1_SE,caa83573-5c34-4977-8acb-55674098ce94,227,49.3392,27.467
SAMPLE1_SE,4d699867-753b-4458-93af-81b039f8778b,440,63.6364,18.2091
SAMPLE1_SE,891590f2-3817-47c3-945d-35fb0147e332,335,47.4627,6.3313
SAMPLE1_SE,b7d9d1d6-70be-4171-a809-8eb5a8ae2a53,290,56.5517,11.1138
SAMPLE1_SE,164cb055-f1af-4f16-ad20-f2667e226000,258,56.9767,20.9651
SAMPLE1_SE,503fcc30-e1fa-4e83-b912-a273581777a2,340,55.5882,5.4853
SAMPLE1_SE,f2c59f46-e6f8-4f7b-b15f-24f547e5ade2,292,58.5616,29.524
SAMPLE1_SE,dab29f59-6994-4727-8c67-c257f2b254d0,231,51.0823,6.4502
SAMPLE1_SE,07ebf507-04b5-4c34-aedc-c6fa5bdd399b,390,36.4103,11.2256
SAMPLE1_SE,1c543919-9961-4233-9423-b3e07c652c41,643,47.7449,10.4292
SAMPLE1_SE,ef1db69d-7f62-4dc2-951d-f6cecda6aca4,659,61.305,26.4492
SAMPLE1_SE,ee49bc35-534f-4050-a743-151489dffbbe,524,38.9313,29.2958
SAMPLE1_SE,cd8a8347-42a3-4f16-a1fc-9e047fccbf33,1493,59.2096,21.0342
SAMPLE1_SE,82cacab0-f5be-41bb-95d1-c374d89920d9,1588,53.4635,11.1184
SAMPLE1_SE,dd8a9fd5-301f-4897-9456-935e8baf61b3,1541,61.194,27.0565
SAMPLE1_SE,66130942-67d8-4cb4-ad7f-b2bdeac2681e,668,56.4371,13.0674
SAMPLE1_SE,9b41d86f-f97b-43a2-97d8-7103de549f0c,10541,58.2487,30.8773
SAMPLE1_SE,d73e5332-201e-4de2-b17f-d18ece5c0c6c,1167,58.4404,21.6692
SAMPLE1_SE,fd1e9fe5-6768-44e1-971d-0c7119edc031,417,48.6811,27.6355
SAMPLE1_SE,a3677a7c-333b-4e25-a27d-9edccc9fa521,1375,58.3273,22.824
SAMPLE1_SE,ddd744be-57c7-4275-9b52-3646b9e936dc,623,52.1669,24.7175
SAMPLE1_SE,b1165114-e445-479f-9605-3e7deb53d39e,2229,60.7896,27.6514
SAMPLE1_SE,8b9d5c5f-ff33-45bc-b6dd-f5b6a940a51f,1289,58.9604,24.7324
SAMPLE1_SE,3ffe7b95-25a4-4ed8-b07b-7a471c88e47c,222,48.1982,8.7658
SAMPLE1_SE,e84a6f67-7af4-493b-98f2-12986f083b2d,229,50.655,23.4978
SAMPLE1_SE,c1e37767-03d4-49f4-b584-27191caeb40e,258,47.6744,7.7093
SAMPLE1_SE,dcb23e00-fa6a-41d4-9ab0-0299f65502a2,488,55.5328,26.0861
SAMPLE1_SE,489148c4-b5e1-489d-b63e-213a497ef421,196,49.4898,16.4133
SAMPLE1_SE,0ca6dc0e-604a-4ef1-bc7b-bd978f9bc01e,368,48.0978,7.6984
SAMPLE1_SE,98af9162-da07-4fac-bd58-b42ae904361c,403,51.6129,23.4194
SAMPLE1_SE,6c5595b2-264e-4341-9d2e-87fe54afc6cc,613,52.2023,17.9462
SAMPLE1_SE,6cc072b4-e7b8-48ab-a464-8d3421363688,407,62.4079,20.3317
SAMPLE1_SE,6b9d89ba-6db5-4b9b-9ec2-886af07953f2,727,66.1623,23.1197
SAMPLE1_SE,6a407f74-f0de-4083-89d9-5e375c97577a,552,49.0942,28.1014
SAMPLE1_SE,342dd277-87a8-430b-89a2-f32a709c5941,741,55.0607,7.8934
SAMPLE1_SE,9f409ab7-dc74-470a-9140-e2b675285878,1774,64.3743,17.3247
SAMPLE1_SE,b9d02a13-3cf0-4096-8694-4ccf74b5d2ad,2038,47.6938,23.8548
SAMPLE1_SE,6a21401e-2af3-4fac-a48a-68bc917912cc,1333,57.1643,6.4584
SAMPLE1_SE,1c65838b-a2d2-4c28-9aae-daeb7d450f49,466,52.7897,28.9592
SAMPLE1_SE,17abccc1-a4d5-4890-9844-4632996af06f,395,60.0,23.3924
SAMPLE1_SE,043f9c9d-618c-4282-8466-721f6343fb2f,241,46.888,20.3693
SAMPLE1_SE,1012b27c-c2f9-4eba-b47f-5999ad572952,312,64.4231,23.2244
SAMPLE1_SE,c976a896-a3b6-46bc-906a-20d36f540c24,287,58.1882,7.4425
SAMPLE1_SE,eca853a8-d5cd-4792-b1e9-3c7d2cd8824e,220,55.0,10.0545
SAMPLE1_SE,fff7142d-c88c-4c3f-9f4a-b3b119034d75,311,57.5563,20.6431
SAMPLE1_SE,7555923b-18dd-4251-8ff8-1cb8a6597b21,417,51.0791,33.0
SAMPLE1_SE,84aae366-48aa-4d57-ad85-6cef823e8f0d,316,50.9494,18.9051
SAMPLE1_SE,4f389c36-cdfa-4fe5-bb53-5506072720be,1341,59.2095,23.6868
SAMPLE1_SE,82c50950-fae4-4f92-8c3a-1f027eb7c3bc,823,69.8663,19.3183
SAMPLE1_SE,f53f5e8d-7d79-4f0c-9bee-fb276ffab274,383,49.0862,5.141
SAMPLE1_SE,5928a55e-1801-4b6b-8267-e11a15b23901,1275,64.8627,23.0455
SAMPLE1_SE,ff8f6044-d552-4ef3-b95c-90c569ca3780,528,52.0833,14.4716
SAMPLE1_SE,8c4b2a19-95fd-48d0-a7eb-a3d548145fbe,682,38.2698,18.61
SAMPLE1_SE,9f9f3a29-5b7f-48db-8baa-0a2f0446155c,428,52.5701,5.4953
SAMPLE1_SE,49e4420d-4a9e-4af3-9724-f055c1bb13f7,1315,46.0076,6.3529
SAMPLE1_SE,35674563-83ae-411e-b3bf-8a83ee7408eb,441,48.0726,20.5556
SAMPLE1_SE,c7a30402-25cf-41b3-b155-beb99c611985,365,54.5205,12.2438
SAMPLE1_SE,29be514f-20b2-4db8-a000-cbcdf5d705e0,5840,53.5103,7.7322
SAMPLE1_SE,50651cd6-2407-48da-af7f-eb98ab6a06ac,1693,66.8045,27.769
SAMPLE1_SE,226597ec-a2ab-4a34-b5d5-06a34961c0f6,655,54.9618,8.029
SAMPLE1_SE,16bb840c-8d35-448e-abff-70e10cdfdbf8,628,56.8471,15.7898
SAMPLE1_SE,af0ff825-485c-4109-924e-f267e19c162e,620,66.129,23.8565
SAMPLE1_SE,e2d45bc3-e4e5-4d28-8fe5-04d937d9df41,269,47.5836,11.2937
SAMPLE1_SE,0eec3b60-1c96-448f-a554-5d949219b1ac,227,50.6608,11.0441
SAMPLE1_SE,4c6ce263-c4fc-4af9-9bb0-1e686f721379,266,45.1128,16.0263
SAMPLE1_SE,7e151598-4ba2-4543-ba25-179d2c9a73f3,342,49.1228,8.8012
SAMPLE1_SE,fcb1b25e-4249-4e37-94bc-3f021dcb1b31,292,38.0137,14.3014
SAMPLE1_SE,2be39997-312e-42bf-b523-cdedd4b124d5,618,50.1618,10.0032
SAMPLE1_SE,ee27daf8-d064-4a7b-b76a-de703117a8dc,2240,63.9732,15.2603
SAMPLE1_SE,129c3b6b-0079-4f83-bebd-06939e255011,932,58.4764,7.1899
SAMPLE1_SE,9a8554f1-b539-40bb-bb08-04911d34aae8,585,37.6068,21.9692
SAMPLE1_SE,68108490-85e5-47c6-8607-2d9640d60b04,1809,50.5804,5.3925
SAMPLE1_SE,d37dfc73-d3d5-4c90-93b8-9bca2cbae404,372,47.8495,5.2392
SAMPLE1_SE,6323d910-b9a3-42b4-8666-d5f01b968323,775,50.9677,28.3561
SAMPLE1_SE,3923a3a0-62c1-4a29-8658-497f1254272b,1466,38.5402,15.8363
SAMPLE1_SE,ed21358a-8218-4ef1-a2ec-82101824558b,908,50.6608,8.3855
SAMPLE1_SE,58a92e60-1746-458a-987e-cb3599065724,396,49.7475,28.2096
SAMPLE1_SE,8b426029-2e42-49c1-9956-c01c749f1810,552,47.2826,8.0743
SAMPLE1_SE,86e089c1-ea6c-41f0-90ca-b4e8f4091d21,1632,45.9559,6.1305
SAMPLE1_SE,a2c71114-d135-4cc5-b025-2ad7f2cd29ed,660,50.4545,14.9591
SAMPLE1_SE,096b1d0e-1466-4538-bdf3-b721fa60555c,824,59.466,31.9842
SAMPLE1_SE,7bb68ee1-ac43-41a3-ae60-cad9035e6e8e,1162,53.7005,6.3778
SAMPLE1_SE,caa0e9a2-68dd-4b3b-a13f-8215e5926060,232,48.2759,12.2629
SAMPLE1_SE,02376938-648b-4d47-8601-40c5690327e0,436,41.055,8.5023
SAMPLE1_SE,d84d11cb-95e5-4ca6-822e-95a8c05d9965,640,50.0,9.0547
SAMPLE1_SE,be8bf359-bff5-4c7c-8c6d-de11e878d20d,884,49.5475,25.2726
SAMPLE1_SE,14f15abe-2372-43fd-8b28-d8664226dc83,253,54.5455,11.3992
SAMPLE1_SE,ebab8a15-c780-4aaf-80d2-2ffbbfff45ce,473,46.723,13.6702
SAMPLE1_SE,853981ba-7d6c-4671-a1ac-9f1ca5089a2f,247,46.1538,24.3806
SAMPLE1_SE,b6eac228-a4e9-4e20-ab8b-87693771a17c,259,55.2124,17.722
SAMPLE1_SE,afbe5730-6ba2-4278-943a-3daa423017f4,227,50.6608,16.1057
SAMPLE1_SE,1a512e08-c24a-426c-8ed2-7a1afbab661f,126,48.4127,15.4603
SAMPLE1_SE,64eca21d-ebda-43d3-baea-abecb01299df,321,48.9097,8.8442
SAMPLE1_SE,59a0385d-6f60-407a-969f-1718466ab25e,299,62.5418,25.5151
SAMPLE1_SE,e648290d-33a7-47e2-8550-a4f749f13ba6,490,57.1429,8.8347
SAMPLE1_SE,00188f30-8b9b-4667-8842-b3622bba6c35,265,48.3019,16.8302
SAMPLE1_SE,a967de5f-5e91-4270-9f7e-767edd58729c,263,44.8669,24.6958
SAMPLE1_SE,9c7962e0-df93-455e-aea6-e8d14703666b,323,47.0588,30.8514
SAMPLE1_SE,0cd81864-e168-4dfc-8a16-857a28c4c011,256,49.2188,11.8125
SAMPLE1_SE,f6b85731-6c49-4a21-b7be-55b824ca2142,315,48.8889,18.7143
SAMPLE1_SE,71ff401b-641d-46a3-a0fb-7bd7b4aacf12,374,45.1872,8.0294
SAMPLE1_SE,2e6635b3-69bb-4f2c-a431-8b9b0c9c0b2d,1506,53.2537,12.5325
SAMPLE1_SE,f02aa302-4863-47cf-b3a5-e81918f2df7e,1565,61.9169,21.3489
SAMPLE1_SE,494cab04-3237-46e7-8599-1a6c4c4fedef,3426,58.2896,26.7107
SAMPLE1_SE,7ab012df-bb3d-4287-866b-d014acdc3d73,762,55.1181,31.5879
SAMPLE1_SE,5e808da2-9199-4ebe-8ae6-b830774740a2,951,52.4711,26.1483
SAMPLE1_SE,ca7956e0-4624-4753-966c-25c2a19f225b,1049,58.8179,22.8923
SAMPLE1_SE,3110589d-5aa8-49c9-93fa-c38b603b3ac2,717,51.8828,10.5579
SAMPLE1_SE,7ca4e95b-aa12-4e29-a57b-47d8c42abd20,996,52.9116,21.6185
SAMPLE1_SE,079a147d-4b0e-4de0-914c-9068b818ec88,852,46.831,18.061
SAMPLE1_SE,54e4b650-c748-4161-98a1-5e7bfef790e0,1220,49.5082,6.2082
SAMPLE1_SE,391e4179-2132-4b78-a918-3ae7439dc525,1244,60.6913,16.5941
SAMPLE1_SE,f212a675-04ba-421e-bb89-8df0ef14ba03,1172,59.3857,31.7099
SAMPLE1_SE,c52d83a7-9227-47ec-a6ef-749dc1e4d5dc,420,57.8571,12.4786
SAMPLE1_SE,86603b92-6fea-42b8-9a6d-10bd7b4e36b8,463,36.933,14.5356
SAMPLE1_SE,b0ceed2d-11d8-466a-9866-a5ed9635cec3,427,53.1616,29.6276
SAMPLE1_SE,c4bede92-d76c-418a-9225-1f1424d2130a,551,52.0871,12.3775
SAMPLE1_SE,395cb06f-7f79-4582-a1eb-438941bb6bc3,356,34.8315,16.0337
SAMPLE1_SE,cc06e703-1559-4436-9728-09f8a4290a58,1396,42.9799,27.0544
SAMPLE1_SE,405e092c-e845-4669-b7d0-c5d4451a5939,652,47.2393,19.1472
SAMPLE1_SE,6fb4367d-d2ef-459a-892e-1b518094d108,668,47.6048,4.6243
SAMPLE1_SE,cb8ccbb9-c347-4627-a451-4d9c82d8c426,427,54.5667,20.1194
SAMPLE1_SE,046de823-f448-43e9-9cda-067238db03dd,407,56.7568,6.9705
SAMPLE1_SE,99a2ead7-2c96-4f98-9c1b-34df121f2d59,338,54.142,8.6864
SAMPLE1_SE,22c6134d-af95-457e-b1ca-249b7e8d6548,269,55.0186,6.6803
SAMPLE1_SE,4aa6458f-435e-4a8e-a1cf-0f157e4d4e31,372,49.4624,5.7957
SAMPLE1_SE,a0aa10d8-abe8-4419-b83f-45ea0b8ea6af,209,49.2823,5.7751
SAMPLE1_SE,6dd05ec9-9481-4697-9bae-64361b4c1405,251,45.8167,7.6892
SAMPLE1_SE,9fd13baa-3d2a-4d41-8157-33b465ac6e5c,351,52.9915,16.8291
SAMPLE1_SE,d56ea6ba-e59f-4721-b889-6322c413d2ef,412,62.3786,17.1966
SAMPLE1_SE,10f882ee-1de5-44a1-a198-70b78c4bcaa8,284,59.507,24.6479
SAMPLE1_SE,31824ebf-cc7c-4290-be6f-47c663573062,207,63.285,24.5556
SAMPLE1_SE,c7aefc9f-d02e-46fd-82e4-9553e3a41e0a,777,58.3012,18.7387
SAMPLE1_SE,c0c1397d-ed15-4b46-97a7-35124ea15e30,4602,32.0296,31.8761
SAMPLE1_SE,445c67b9-7cb5-4f4f-b032-823d9ef331b1,377,52.7851,14.2732
SAMPLE1_SE,ac7091f5-b2a5-4086-9199-f5698a18c58a,437,56.2929,11.5904
SAMPLE1_SE,98dd9bc5-0fb3-40d9-a463-0048f1ad48ed,288,46.875,29.2083
SAMPLE1_SE,ed9d818e-1c4e-464a-a24f-818d516263c2,296,50.6757,21.5068
SAMPLE1_SE,1ca8c906-e38a-468e-a87a-29f42259da79,289,52.5952,13.9931
SAMPLE1_SE,96007917-50c5-4502-a3b6-281fef7a3642,302,48.0132,20.7086
SAMPLE1_SE,e89df402-2d00-49b1-8638-8f3299261882,201,40.796,24.393
SAMPLE1_SE,09dfbd5c-43b2-44b0-b912-9980c6bc716d,380,41.8421,19.6
SAMPLE1_SE,6ec0f47a-8c3a-415f-ae05-fd69b76f5da8,341,58.3578,17.217
SAMPLE1_SE,5440e051-864f-4dff-919f-5f5ee45f0c6c,248,45.1613,17.1694
SAMPLE1_SE,a58a7329-ae9c-4072-b774-d626894b8d48,2793,59.7565,18.381
SAMPLE1_SE,77138a0b-9645-46ea-abda-4fc296abb962,7801,54.9417,18.3892
SAMPLE1_SE,3221a785-e782-4ee2-b634-42c128de5741,10731,54.5243,30.3644
SAMPLE1_SE,43ecd6e0-6fc1-4760-b038-caa8fa277571,355,46.4789,29.7014
SAMPLE1_SE,393b5fed-100b-4a1a-bd15-e46ef7b88ace,888,57.2072,11.1182
SAMPLE1_SE,12be8286-d7df-4caa-bb3b-7fc971d15a14,1103,59.0209,18.602
SAMPLE1_SE,4f79b90a-a00f-432a-848c-29a655caa90a,1080,52.3148,26.2815
SAMPLE1_SE,da049f96-22da-48fb-94f9-0058cb816e13,758,45.9103,6.8193
SAMPLE1_SE,944b6ebf-ca1e-4578-a045-6f8b6ff9cc07,439,41.9134,10.4875
SAMPLE1_SE,a70d0a1d-3199-43a4-b7b3-181fa79676cd,799,57.4468,14.8548
SAMPLE1_SE,c71213b3-cf4d-465b-84b0-f7b4060cffa7,1700,54.1176,24.0471
SAMPLE1_SE,a797ca78-d19b-4ce1-9f24-1f2ab69dd81a,5204,44.3313,11.6902
SAMPLE1_SE,7eea2731-408d-4d42-93b1-240b6e2a80fb,3864,54.2702,14.0743
SAMPLE1_SE,0d434e4f-3217-4d2e-9915-a1c689517af8,3285,52.7245,28.3385
SAMPLE1_SE,66d57f7b-d189-478e-a946-aa39283f1207,1165,57.6824,22.5631
SAMPLE1_SE,506b42c9-999a-4d6a-b6f5-9d7356ede999,4348,61.2236,33.2702
SAMPLE1_SE,6f08266f-0c7f-4c59-8c2b-cdeafe9806bc,1338,55.157,6.5478
SAMPLE1_SE,9ba3c0ff-3372-44d7-8354-e48ebd434799,668,49.2515,7.4955
SAMPLE1_SE,04e1da8e-6e10-4fa1-91bf-e2b874091d81,5831,59.3552,31.9103
SAMPLE1_SE,b66fab7f-9ba2-4ce8-82a2-206bf96e9a21,622,51.2862,18.1141
SAMPLE1_SE,96eb97d4-81ec-4792-9fa1-ed13cf1348d2,1142,57.1804,20.134
SAMPLE1_SE,8d275c93-6193-48aa-bbc3-e7a6824b6568,232,49.569,7.9957
SAMPLE1_SE,f6b79f18-50f6-46dc-be7b-5763e97da9b4,299,40.1338,19.2241
SAMPLE1_SE,bb4f5363-6ea3-43f8-b5a4-787b34e73752,232,50.8621,24.4095
SAMPLE1_SE,880b84d5-1ea4-4be0-a2d8-d7d374a281de,223,46.1883,24.6368
SAMPLE1_SE,a210bc16-9c9d-48e4-998d-9e8c29ef56be,211,42.1801,24.3934
SAMPLE1_SE,e5742c67-57e4-485e-83ec-c5ffda91aa43,193,43.0052,8.2487
